order_id,customer_id,order_date,product_name,category,quantity,unit_price,total_amount,status
ORD-0004301,CUST-002802,2024-01-07,Mechanical Keyboard,Electronics,5,95.59,477.95,Processing
ORD-0004302,CUST-004554,2024-03-19,Mechanical Keyboard,Electronics,6,89.44,536.64,Returned
ORD-0004303,CUST-000983,2026-03-08,Wireless Mouse,Electronics,1,27.43,27.43,Returned
ORD-0004304,CUST-000277,2023-01-25,Noise-Canceling Headphones,Electronics,2,190.69,381.38,Completed
ORD-0004305,CUST-007186,2026-07-21,USB-C Hub,Electronics,6,49.76,298.56,Shipped
ORD-0004306,CUST-005278,2026-01-10,Notebook Set,Stationery,5,12.35,61.75,Processing
ORD-0004307,CUST-008139,2026-07-23,Backpack,Lifestyle,1,58.11,58.11,Completed
ORD-0004308,CUST-006073,2026-08-13,Backpack,Lifestyle,1,61.2,61.2,Shipped
ORD-0004309,CUST-000612,2024-04-24,Webcam,Electronics,4,68.5,274,Returned
ORD-0004310,CUST-008259,2026-03-30,USB-C Hub,Electronics,2,47.9,95.8,Cancelled
ORD-0004311,CUST-005468,2025-01-07,Backpack,Lifestyle,3,59.03,177.09,Returned
ORD-0004312,CUST-002097,2026-08-31,Ergonomic Chair,Furniture,4,268.67,1074.68,Completed
ORD-0004313,CUST-008482,2025-02-27,Standing Desk,Furniture,3,383.85,1151.55,Completed
ORD-0004314,CUST-005094,2023-04-27,Standing Desk,Furniture,3,423.67,1271.01,Completed
ORD-0004315,CUST-001525,2021-02-17,Notebook Set,Stationery,5,11.87,59.35,Shipped
ORD-0004316,CUST-006430,2020-12-21,Standing Desk,Furniture,6,385.44,2312.64,Processing
ORD-0004317,CUST-000197,2026-09-04,Standing Desk,Furniture,3,410.37,1231.11,Completed
ORD-0004318,CUST-000578,2025-02-20,Mechanical Keyboard,Electronics,6,88.28,529.68,Cancelled
ORD-0004319,CUST-006515,2025-02-14,Standing Desk,Furniture,4,370.81,1483.24,Completed
ORD-0004320,CUST-009951,2025-10-22,Standing Desk,Furniture,5,423.99,2119.95,Completed
ORD-0004321,CUST-007738,2024-12-31,Noise-Canceling Headphones,Electronics,3,168.22,504.66,Completed
ORD-0004322,CUST-008933,2026-07-18,Ergonomic Chair,Furniture,6,252.34,1514.04,Processing
ORD-0004323,CUST-004929,2026-08-15,Laptop Stand,Office,6,46.45,278.7,Processing
ORD-0004324,CUST-004126,2026-04-23,Desk Organizer,Office,1,25.95,25.95,Shipped
ORD-0004325,CUST-007357,2020-08-01,Wireless Mouse,Electronics,6,30.69,184.14,Completed
ORD-0004326,CUST-008162,2021-05-27,Wireless Mouse,Electronics,5,30.99,154.95,Completed
ORD-0004327,CUST-001304,2024-03-14,Webcam,Electronics,5,74.8,374,Completed
ORD-0004328,CUST-006927,2025-01-24,Laptop Stand,Office,6,46.12,276.72,Completed
ORD-0004329,CUST-004409,2021-11-03,Notebook Set,Stationery,6,13.53,81.18,Completed
ORD-0004330,CUST-002531,2026-06-06,Desk Organizer,Office,1,25.93,25.93,Completed
ORD-0004331,CUST-009110,2023-11-25,Mechanical Keyboard,Electronics,1,91.42,91.42,Cancelled
ORD-0004332,CUST-006879,2026-09-04,Backpack,Lifestyle,1,61.69,61.69,Completed
ORD-0004333,CUST-001297,2024-12-24,Noise-Canceling Headphones,Electronics,2,178.29,356.58,Shipped
ORD-0004334,CUST-003176,2024-03-11,USB-C Hub,Electronics,6,52.82,316.92,Completed
ORD-0004335,CUST-002763,2025-11-02,Wireless Mouse,Electronics,3,28.54,85.62,Cancelled
ORD-0004336,CUST-005222,2026-06-04,Standing Desk,Furniture,4,382.01,1528.04,Completed
ORD-0004337,CUST-008547,2026-02-18,Notebook Set,Stationery,3,12.07,36.21,Cancelled
ORD-0004338,CUST-006830,2023-02-14,Notebook Set,Stationery,4,13.73,54.92,Cancelled
ORD-0004339,CUST-002762,2026-01-27,Noise-Canceling Headphones,Electronics,4,181.65,726.6,Shipped
ORD-0004340,CUST-006210,2026-08-29,Wireless Mouse,Electronics,4,29.81,119.24,Completed
ORD-0004341,CUST-009007,2026-06-07,Noise-Canceling Headphones,Electronics,6,167.78,1006.68,Completed
ORD-0004342,CUST-002680,2024-07-11,Webcam,Electronics,5,75.25,376.25,Completed
ORD-0004343,CUST-003948,2026-06-25,Desk Organizer,Office,6,24.13,144.78,Processing
ORD-0004344,CUST-005522,2024-09-27,USB-C Hub,Electronics,3,49.28,147.84,Completed
ORD-0004345,CUST-005172,2025-12-01,Webcam,Electronics,3,71.12,213.36,Shipped
ORD-0004346,CUST-007349,2026-02-23,Backpack,Lifestyle,2,58.32,116.64,Processing
ORD-0004347,CUST-006896,2026-06-27,Laptop Stand,Office,5,43.68,218.4,Completed
ORD-0004348,CUST-006812,2026-08-30,Webcam,Electronics,6,72.51,435.06,Completed
ORD-0004349,CUST-009634,2025-03-28,Standing Desk,Furniture,6,422.46,2534.76,Completed
ORD-0004350,CUST-008000,2026-07-06,Wireless Mouse,Electronics,3,32.21,96.63,Cancelled
ORD-0004351,CUST-002419,2025-12-29,USB-C Hub,Electronics,5,46.55,232.75,Shipped
ORD-0004352,CUST-006372,2025-03-24,Water Bottle,Lifestyle,3,20.28,60.84,Completed
ORD-0004353,CUST-008654,2025-02-17,Desk Organizer,Office,2,22.74,45.48,Returned
ORD-0004354,CUST-003566,2026-08-03,Water Bottle,Lifestyle,2,17.1,34.2,Completed
ORD-0004355,CUST-009212,2025-12-15,Notebook Set,Stationery,5,13.18,65.9,Processing
ORD-0004356,CUST-005928,2025-07-11,Backpack,Lifestyle,1,58.64,58.64,Completed
ORD-0004357,CUST-008861,2026-08-18,Wireless Mouse,Electronics,2,32.31,64.62,Cancelled
ORD-0004358,CUST-004106,2026-03-24,Standing Desk,Furniture,3,393.46,1180.38,Cancelled
ORD-0004359,CUST-004610,2026-08-15,Wireless Mouse,Electronics,1,29.36,29.36,Cancelled
ORD-0004360,CUST-003555,2026-07-17,Wireless Mouse,Electronics,6,29.25,175.5,Cancelled
ORD-0004361,CUST-007080,2024-07-15,Webcam,Electronics,4,74.75,299,Completed
ORD-0004362,CUST-008286,2026-02-14,Mechanical Keyboard,Electronics,4,87.39,349.56,Completed
ORD-0004363,CUST-008476,2025-11-09,Noise-Canceling Headphones,Electronics,6,172.2,1033.2,Completed
ORD-0004364,CUST-002723,2024-06-18,Mechanical Keyboard,Electronics,3,83.3,249.9,Completed
ORD-0004365,CUST-003276,2024-04-03,Desk Organizer,Office,1,26.42,26.42,Shipped
ORD-0004366,CUST-008985,2024-11-27,Mechanical Keyboard,Electronics,2,88.68,177.36,Processing
ORD-0004367,CUST-000210,2026-06-30,Wireless Mouse,Electronics,2,29.54,59.08,Returned
ORD-0004368,CUST-009464,2026-01-27,Notebook Set,Stationery,3,13.81,41.43,Completed
ORD-0004369,CUST-006633,2026-09-03,Notebook Set,Stationery,1,12.72,12.72,Returned
ORD-0004370,CUST-007022,2024-08-31,Noise-Canceling Headphones,Electronics,3,169.48,508.44,Processing
ORD-0004371,CUST-008890,2026-03-24,Desk Organizer,Office,1,25.15,25.15,Completed
ORD-0004372,CUST-007663,2026-01-11,Desk Organizer,Office,4,25.78,103.12,Completed
ORD-0004373,CUST-004751,2023-12-25,USB-C Hub,Electronics,3,50.2,150.6,Completed
ORD-0004374,CUST-003016,2022-05-30,Backpack,Lifestyle,4,60.36,241.44,Completed
ORD-0004375,CUST-006531,2026-09-06,Water Bottle,Lifestyle,6,18.01,108.06,Shipped
ORD-0004376,CUST-002479,2026-06-18,Laptop Stand,Office,1,47.51,47.51,Returned
ORD-0004377,CUST-005969,2021-11-10,Mechanical Keyboard,Electronics,2,89.18,178.36,Processing
ORD-0004378,CUST-007363,2026-08-13,Mechanical Keyboard,Electronics,2,81.63,163.26,Shipped
ORD-0004379,CUST-004473,2026-03-04,Wireless Mouse,Electronics,4,28.24,112.96,Completed
ORD-0004380,CUST-001886,2024-08-24,Noise-Canceling Headphones,Electronics,2,196.35,392.7,Cancelled
ORD-0004381,CUST-004817,2023-09-16,Notebook Set,Stationery,1,13.21,13.21,Processing
ORD-0004382,CUST-008346,2025-12-17,Mechanical Keyboard,Electronics,3,94.82,284.46,Cancelled
ORD-0004383,CUST-002891,2026-04-23,Noise-Canceling Headphones,Electronics,4,181.12,724.48,Processing
ORD-0004384,CUST-006341,2026-05-25,Backpack,Lifestyle,4,63.03,252.12,Shipped
ORD-0004385,CUST-000588,2021-04-14,Backpack,Lifestyle,5,54.38,271.9,Completed
ORD-0004386,CUST-008358,2026-04-16,Ergonomic Chair,Furniture,5,242.31,1211.55,Completed
ORD-0004387,CUST-003433,2023-01-17,Laptop Stand,Office,2,49.38,98.76,Completed
ORD-0004388,CUST-006580,2024-07-17,Water Bottle,Lifestyle,6,20.49,122.94,Returned
ORD-0004389,CUST-009038,2024-09-29,Ergonomic Chair,Furniture,2,268.84,537.68,Returned
ORD-0004390,CUST-008265,2026-06-28,Backpack,Lifestyle,4,58.99,235.96,Completed
ORD-0004391,CUST-004982,2026-02-03,Ergonomic Chair,Furniture,5,233.66,1168.3,Cancelled
ORD-0004392,CUST-009529,2023-10-04,Webcam,Electronics,1,69.47,69.47,Shipped
ORD-0004393,CUST-007211,2023-03-19,Standing Desk,Furniture,5,378.51,1892.55,Completed
ORD-0004394,CUST-009882,2026-02-14,Noise-Canceling Headphones,Electronics,3,174.19,522.57,Shipped
ORD-0004395,CUST-002543,2026-02-18,Backpack,Lifestyle,4,64.38,257.52,Completed
ORD-0004396,CUST-002356,2025-04-29,Mechanical Keyboard,Electronics,3,82.99,248.97,Returned
ORD-0004397,CUST-001386,2022-01-01,Noise-Canceling Headphones,Electronics,1,190.24,190.24,Returned
ORD-0004398,CUST-006580,2025-08-19,Standing Desk,Furniture,4,369.89,1479.56,Processing
ORD-0004399,CUST-009251,2026-02-25,Mechanical Keyboard,Electronics,2,94.44,188.88,Completed
ORD-0004400,CUST-004631,2024-12-31,Water Bottle,Lifestyle,3,19.31,57.93,Shipped
ORD-0004401,CUST-008154,2024-12-24,Standing Desk,Furniture,4,429.29,1717.16,Completed
ORD-0004402,CUST-002017,2022-05-22,Noise-Canceling Headphones,Electronics,4,195.01,780.04,Processing
ORD-0004403,CUST-001513,2022-06-29,Wireless Mouse,Electronics,3,28.51,85.53,Completed
ORD-0004404,CUST-008625,2024-10-11,Desk Organizer,Office,6,24.85,149.1,Completed
ORD-0004405,CUST-008616,2026-04-01,Notebook Set,Stationery,2,13.9,27.8,Completed
ORD-0004406,CUST-006991,2025-10-30,Mechanical Keyboard,Electronics,5,91.43,457.15,Completed
ORD-0004407,CUST-007268,2023-09-25,Mechanical Keyboard,Electronics,1,97.15,97.15,Completed
ORD-0004408,CUST-007723,2026-01-02,Ergonomic Chair,Furniture,1,267.57,267.57,Completed
ORD-0004409,CUST-005706,2021-09-29,Wireless Mouse,Electronics,6,28.08,168.48,Processing
ORD-0004410,CUST-004424,2022-01-21,Mechanical Keyboard,Electronics,3,93.07,279.21,Cancelled
ORD-0004411,CUST-007371,2025-10-31,Webcam,Electronics,2,68.42,136.84,Processing
ORD-0004412,CUST-002970,2023-02-21,Standing Desk,Furniture,6,388.01,2328.06,Completed
ORD-0004413,CUST-004641,2023-05-18,Wireless Mouse,Electronics,1,30.27,30.27,Processing
ORD-0004414,CUST-002465,2025-07-08,Noise-Canceling Headphones,Electronics,6,190.12,1140.72,Processing
ORD-0004415,CUST-000108,2023-01-15,Wireless Mouse,Electronics,2,31.89,63.78,Returned
ORD-0004416,CUST-007740,2025-01-27,Webcam,Electronics,1,69.7,69.7,Cancelled
ORD-0004417,CUST-006498,2023-09-30,Ergonomic Chair,Furniture,6,229.92,1379.52,Cancelled
ORD-0004418,CUST-005721,2025-12-08,Standing Desk,Furniture,1,429.57,429.57,Completed
ORD-0004419,CUST-008832,2026-04-02,Webcam,Electronics,1,79.5,79.5,Completed
ORD-0004420,CUST-000525,2026-01-16,Desk Organizer,Office,1,26.33,26.33,Shipped
ORD-0004421,CUST-004909,2023-11-29,Wireless Mouse,Electronics,1,31.26,31.26,Completed
ORD-0004422,CUST-004613,2026-02-18,Desk Organizer,Office,1,25.13,25.13,Returned
ORD-0004423,CUST-002723,2024-03-04,Desk Organizer,Office,5,24.9,124.5,Completed
ORD-0004424,CUST-005857,2025-03-07,Notebook Set,Stationery,2,13.81,27.62,Shipped
ORD-0004425,CUST-005886,2024-12-20,Water Bottle,Lifestyle,5,20.32,101.6,Processing
ORD-0004426,CUST-002855,2025-01-30,Webcam,Electronics,5,69.58,347.9,Shipped
ORD-0004427,CUST-000676,2026-05-20,Webcam,Electronics,6,74.48,446.88,Cancelled
ORD-0004428,CUST-003346,2023-12-14,Laptop Stand,Office,3,46.06,138.18,Completed
ORD-0004429,CUST-000774,2026-01-04,Webcam,Electronics,3,66.64,199.92,Cancelled
ORD-0004430,CUST-003061,2026-03-17,Desk Organizer,Office,3,22.67,68.01,Completed
ORD-0004431,CUST-008314,2026-07-14,Webcam,Electronics,4,77.92,311.68,Completed
ORD-0004432,CUST-004856,2026-07-30,USB-C Hub,Electronics,5,48.37,241.85,Shipped
ORD-0004433,CUST-002319,2026-04-16,Noise-Canceling Headphones,Electronics,3,168.61,505.83,Processing
ORD-0004434,CUST-000477,2022-07-05,Noise-Canceling Headphones,Electronics,4,193.02,772.08,Completed
ORD-0004435,CUST-008122,2025-05-20,Ergonomic Chair,Furniture,5,237.16,1185.8,Shipped
ORD-0004436,CUST-009789,2025-11-04,Noise-Canceling Headphones,Electronics,3,169.38,508.14,Completed
ORD-0004437,CUST-003873,2026-04-12,Notebook Set,Stationery,3,13.59,40.77,Processing
ORD-0004438,CUST-004830,2025-05-01,USB-C Hub,Electronics,6,46.04,276.24,Completed
ORD-0004439,CUST-002712,2024-08-06,Water Bottle,Lifestyle,5,19.92,99.6,Completed
ORD-0004440,CUST-008510,2026-09-07,Webcam,Electronics,6,70.34,422.04,Returned
ORD-0004441,CUST-001716,2021-01-27,Ergonomic Chair,Furniture,4,273.84,1095.36,Cancelled
ORD-0004442,CUST-000319,2026-07-10,Wireless Mouse,Electronics,5,29.88,149.4,Completed
ORD-0004443,CUST-001206,2024-10-24,Mechanical Keyboard,Electronics,5,94.46,472.3,Completed
ORD-0004444,CUST-003884,2023-11-17,Water Bottle,Lifestyle,5,18,90,Completed
ORD-0004445,CUST-000504,2022-03-31,Standing Desk,Furniture,2,430.57,861.14,Completed
ORD-0004446,CUST-003708,2023-10-24,Water Bottle,Lifestyle,2,19.53,39.06,Completed
ORD-0004447,CUST-008749,2023-05-25,Mechanical Keyboard,Electronics,5,83.84,419.2,Cancelled
ORD-0004448,CUST-000949,2025-10-21,Laptop Stand,Office,3,48.09,144.27,Processing
ORD-0004449,CUST-001845,2023-04-09,Mechanical Keyboard,Electronics,3,92.83,278.49,Completed
ORD-0004450,CUST-000568,2024-09-03,Mechanical Keyboard,Electronics,1,81.09,81.09,Completed
ORD-0004451,CUST-009149,2025-03-07,Backpack,Lifestyle,4,62.94,251.76,Cancelled
ORD-0004452,CUST-004707,2026-01-14,Water Bottle,Lifestyle,4,18.22,72.88,Processing
ORD-0004453,CUST-005996,2025-04-24,Water Bottle,Lifestyle,1,19.53,19.53,Returned
ORD-0004454,CUST-009625,2024-05-30,USB-C Hub,Electronics,6,44.85,269.1,Processing
ORD-0004455,CUST-000634,2025-01-23,USB-C Hub,Electronics,3,48.57,145.71,Completed
ORD-0004456,CUST-006042,2026-06-12,Standing Desk,Furniture,5,409.49,2047.45,Shipped
ORD-0004457,CUST-006691,2023-06-23,Laptop Stand,Office,4,45.73,182.92,Shipped
ORD-0004458,CUST-005242,2026-08-15,USB-C Hub,Electronics,5,51.53,257.65,Completed
ORD-0004459,CUST-004741,2026-07-09,USB-C Hub,Electronics,3,48.49,145.47,Completed
ORD-0004460,CUST-005762,2024-11-19,USB-C Hub,Electronics,5,52.48,262.4,Cancelled
ORD-0004461,CUST-009086,2025-11-23,Backpack,Lifestyle,3,61.53,184.59,Completed
ORD-0004462,CUST-008028,2026-08-27,Webcam,Electronics,3,79.54,238.62,Completed
ORD-0004463,CUST-008327,2026-05-27,Noise-Canceling Headphones,Electronics,3,165.31,495.93,Completed
ORD-0004464,CUST-006769,2025-06-10,USB-C Hub,Electronics,3,52.62,157.86,Cancelled
ORD-0004465,CUST-000836,2024-04-29,Webcam,Electronics,4,72.99,291.96,Processing
ORD-0004466,CUST-003563,2022-02-16,Ergonomic Chair,Furniture,3,231.2,693.6,Processing
ORD-0004467,CUST-008708,2024-10-29,Notebook Set,Stationery,3,13.44,40.32,Completed
ORD-0004468,CUST-004350,2024-07-30,Standing Desk,Furniture,1,376.2,376.2,Completed
ORD-0004469,CUST-006295,2025-07-02,Noise-Canceling Headphones,Electronics,4,169.06,676.24,Processing
ORD-0004470,CUST-009259,2024-06-18,Wireless Mouse,Electronics,1,27.59,27.59,Completed
ORD-0004471,CUST-001916,2026-02-24,Wireless Mouse,Electronics,2,28.25,56.5,Shipped
ORD-0004472,CUST-004596,2026-04-19,Wireless Mouse,Electronics,4,30.8,123.2,Completed
ORD-0004473,CUST-003835,2026-03-27,Water Bottle,Lifestyle,2,20.03,40.06,Shipped
ORD-0004474,CUST-009334,2025-11-13,Desk Organizer,Office,5,26.08,130.4,Processing
ORD-0004475,CUST-004092,2026-05-16,Webcam,Electronics,5,67.92,339.6,Shipped
ORD-0004476,CUST-000944,2026-02-16,Noise-Canceling Headphones,Electronics,1,178.17,178.17,Completed
ORD-0004477,CUST-006302,2026-04-04,Water Bottle,Lifestyle,5,18.9,94.5,Cancelled
ORD-0004478,CUST-007924,2026-08-29,Ergonomic Chair,Furniture,2,246.47,492.94,Processing
ORD-0004479,CUST-005992,2026-08-31,USB-C Hub,Electronics,4,53.51,214.04,Completed
ORD-0004480,CUST-008849,2026-05-13,Mechanical Keyboard,Electronics,4,93.78,375.12,Processing
ORD-0004481,CUST-004585,2025-05-23,Water Bottle,Lifestyle,3,18.74,56.22,Completed
ORD-0004482,CUST-000311,2026-06-12,Notebook Set,Stationery,3,12.83,38.49,Completed
ORD-0004483,CUST-000625,2026-05-26,Desk Organizer,Office,2,24.4,48.8,Shipped
ORD-0004484,CUST-008570,2025-11-24,Wireless Mouse,Electronics,5,29.05,145.25,Completed
ORD-0004485,CUST-004320,2024-04-09,Desk Organizer,Office,6,23.25,139.5,Completed
ORD-0004486,CUST-002275,2024-04-04,USB-C Hub,Electronics,1,45.9,45.9,Processing
ORD-0004487,CUST-004019,2024-09-27,Ergonomic Chair,Furniture,2,271.62,543.24,Returned
ORD-0004488,CUST-006092,2024-12-21,Wireless Mouse,Electronics,6,31.02,186.12,Completed
ORD-0004489,CUST-005707,2023-07-25,Standing Desk,Furniture,3,432.85,1298.55,Shipped
ORD-0004490,CUST-007582,2026-08-18,Webcam,Electronics,6,67.28,403.68,Completed
ORD-0004491,CUST-009103,2025-09-05,Standing Desk,Furniture,5,375.1,1875.5,Cancelled
ORD-0004492,CUST-002173,2026-04-29,Webcam,Electronics,3,71.4,214.2,Completed
ORD-0004493,CUST-006468,2024-07-27,Ergonomic Chair,Furniture,1,232.16,232.16,Processing
ORD-0004494,CUST-003580,2022-11-05,Water Bottle,Lifestyle,1,17.36,17.36,Completed
ORD-0004495,CUST-002718,2024-09-30,Backpack,Lifestyle,3,62.01,186.03,Shipped
ORD-0004496,CUST-009501,2026-07-17,Webcam,Electronics,3,74.48,223.44,Completed
ORD-0004497,CUST-007915,2026-08-08,Webcam,Electronics,2,79.98,159.96,Shipped
ORD-0004498,CUST-004939,2024-07-14,Standing Desk,Furniture,6,367.86,2207.16,Shipped
ORD-0004499,CUST-005759,2024-12-16,Noise-Canceling Headphones,Electronics,2,166.93,333.86,Cancelled
ORD-0004500,CUST-008000,2025-12-02,Webcam,Electronics,2,72.56,145.12,Completed
ORD-0004501,CUST-004151,2023-11-06,Ergonomic Chair,Furniture,4,236.03,944.12,Completed
ORD-0004502,CUST-005500,2024-10-22,USB-C Hub,Electronics,5,47.24,236.2,Cancelled
ORD-0004503,CUST-006433,2023-01-27,Noise-Canceling Headphones,Electronics,2,165.15,330.3,Completed
ORD-0004504,CUST-008236,2025-01-08,Backpack,Lifestyle,6,65.19,391.14,Shipped
ORD-0004505,CUST-004396,2025-07-12,Backpack,Lifestyle,1,60.72,60.72,Processing
ORD-0004506,CUST-008256,2025-03-31,Noise-Canceling Headphones,Electronics,6,175.7,1054.2,Completed
ORD-0004507,CUST-006646,2026-04-01,Standing Desk,Furniture,4,377.6,1510.4,Shipped
ORD-0004508,CUST-002971,2026-08-08,Mechanical Keyboard,Electronics,5,82.54,412.7,Returned
ORD-0004509,CUST-008431,2024-10-13,Notebook Set,Stationery,6,12.2,73.2,Cancelled
ORD-0004510,CUST-003462,2025-02-07,Ergonomic Chair,Furniture,6,250.06,1500.36,Cancelled
ORD-0004511,CUST-001513,2026-05-17,Webcam,Electronics,3,77.28,231.84,Returned
ORD-0004512,CUST-006821,2024-02-03,USB-C Hub,Electronics,4,45.58,182.32,Returned
ORD-0004513,CUST-005180,2026-04-27,Standing Desk,Furniture,1,380.07,380.07,Completed
ORD-0004514,CUST-004860,2026-05-10,Water Bottle,Lifestyle,3,18.48,55.44,Processing
ORD-0004515,CUST-002000,2026-01-13,Wireless Mouse,Electronics,5,32.53,162.65,Completed
ORD-0004516,CUST-004055,2022-06-06,Notebook Set,Stationery,6,12.59,75.54,Completed
ORD-0004517,CUST-004402,2026-02-18,Noise-Canceling Headphones,Electronics,3,174.09,522.27,Processing
ORD-0004518,CUST-004039,2024-06-01,Notebook Set,Stationery,3,12.96,38.88,Processing
ORD-0004519,CUST-000681,2026-07-11,Backpack,Lifestyle,5,59.08,295.4,Completed
ORD-0004520,CUST-004513,2025-01-25,Water Bottle,Lifestyle,5,19.45,97.25,Completed
ORD-0004521,CUST-001520,2024-10-08,Notebook Set,Stationery,5,12.95,64.75,Processing
ORD-0004522,CUST-002909,2021-01-14,Notebook Set,Stationery,1,12.38,12.38,Returned
ORD-0004523,CUST-000626,2026-05-28,Wireless Mouse,Electronics,2,30.51,61.02,Processing
ORD-0004524,CUST-007645,2024-11-13,Desk Organizer,Office,3,25.83,77.49,Returned
ORD-0004525,CUST-005568,2026-02-02,Mechanical Keyboard,Electronics,1,82.36,82.36,Completed
ORD-0004526,CUST-004317,2026-03-27,USB-C Hub,Electronics,4,50.58,202.32,Shipped
ORD-0004527,CUST-007414,2023-11-25,Desk Organizer,Office,2,26.08,52.16,Completed
ORD-0004528,CUST-004683,2026-07-07,Noise-Canceling Headphones,Electronics,2,173.63,347.26,Completed
ORD-0004529,CUST-000265,2026-08-11,Notebook Set,Stationery,1,11.81,11.81,Cancelled
ORD-0004530,CUST-000766,2023-02-13,Notebook Set,Stationery,3,12.4,37.2,Completed
ORD-0004531,CUST-004268,2025-05-30,Notebook Set,Stationery,5,13.95,69.75,Completed
ORD-0004532,CUST-008932,2024-11-24,Notebook Set,Stationery,4,13.58,54.32,Completed
ORD-0004533,CUST-008215,2024-02-25,Ergonomic Chair,Furniture,1,243.74,243.74,Shipped
ORD-0004534,CUST-001279,2026-09-06,Wireless Mouse,Electronics,4,27.68,110.72,Shipped
ORD-0004535,CUST-000316,2026-05-24,USB-C Hub,Electronics,4,47.94,191.76,Shipped
ORD-0004536,CUST-004188,2026-08-28,Backpack,Lifestyle,4,59.42,237.68,Processing
ORD-0004537,CUST-008232,2024-11-06,Mechanical Keyboard,Electronics,3,95.32,285.96,Returned
ORD-0004538,CUST-006374,2022-05-20,Notebook Set,Stationery,2,11.66,23.32,Completed
ORD-0004539,CUST-001981,2025-05-14,Webcam,Electronics,3,75.85,227.55,Returned
ORD-0004540,CUST-001281,2024-05-09,Webcam,Electronics,1,75.34,75.34,Completed
ORD-0004541,CUST-005788,2023-10-06,Webcam,Electronics,3,75.08,225.24,Returned
ORD-0004542,CUST-001173,2025-07-04,Backpack,Lifestyle,1,58.65,58.65,Returned
ORD-0004543,CUST-007491,2022-05-08,Wireless Mouse,Electronics,2,28.77,57.54,Completed
ORD-0004544,CUST-002745,2025-11-12,Backpack,Lifestyle,2,60.78,121.56,Processing
ORD-0004545,CUST-006587,2026-07-23,Backpack,Lifestyle,1,57.49,57.49,Returned
ORD-0004546,CUST-006630,2026-01-24,Webcam,Electronics,3,77.76,233.28,Processing
ORD-0004547,CUST-004514,2024-05-26,Laptop Stand,Office,6,43.67,262.02,Returned
ORD-0004548,CUST-005608,2024-02-16,Standing Desk,Furniture,5,380.13,1900.65,Cancelled
ORD-0004549,CUST-003265,2026-08-24,Ergonomic Chair,Furniture,4,272.71,1090.84,Returned
ORD-0004550,CUST-008890,2026-01-27,Water Bottle,Lifestyle,2,17.66,35.32,Shipped
ORD-0004551,CUST-000922,2024-09-16,Backpack,Lifestyle,2,61.02,122.04,Completed
ORD-0004552,CUST-002309,2026-05-13,Notebook Set,Stationery,5,12.28,61.4,Completed
ORD-0004553,CUST-005214,2025-06-22,USB-C Hub,Electronics,1,49.17,49.17,Cancelled
ORD-0004554,CUST-006763,2025-10-03,Backpack,Lifestyle,6,56.17,337.02,Completed
ORD-0004555,CUST-008677,2025-11-12,Webcam,Electronics,3,76.28,228.84,Completed
ORD-0004556,CUST-009748,2023-07-22,Noise-Canceling Headphones,Electronics,5,168.7,843.5,Returned
ORD-0004557,CUST-001531,2022-09-19,Backpack,Lifestyle,5,57.87,289.35,Processing
ORD-0004558,CUST-007338,2026-08-14,Noise-Canceling Headphones,Electronics,1,192.21,192.21,Shipped
ORD-0004559,CUST-000843,2026-09-07,Laptop Stand,Office,2,48.36,96.72,Completed
ORD-0004560,CUST-006446,2024-11-02,Noise-Canceling Headphones,Electronics,1,175.98,175.98,Cancelled
ORD-0004561,CUST-007094,2025-01-21,Water Bottle,Lifestyle,5,20.48,102.4,Returned
ORD-0004562,CUST-009707,2022-03-28,Mechanical Keyboard,Electronics,4,94.09,376.36,Completed
ORD-0004563,CUST-001722,2026-07-31,USB-C Hub,Electronics,1,45.33,45.33,Completed
ORD-0004564,CUST-007840,2021-04-02,Standing Desk,Furniture,5,421.69,2108.45,Cancelled
ORD-0004565,CUST-001757,2026-03-25,Wireless Mouse,Electronics,4,29.07,116.28,Completed
ORD-0004566,CUST-006820,2026-02-20,Desk Organizer,Office,2,26.91,53.82,Completed
ORD-0004567,CUST-000116,2026-08-21,Mechanical Keyboard,Electronics,2,87.47,174.94,Completed
ORD-0004568,CUST-009706,2024-01-23,Noise-Canceling Headphones,Electronics,1,185.05,185.05,Cancelled
ORD-0004569,CUST-002679,2025-06-05,USB-C Hub,Electronics,3,44.45,133.35,Cancelled
ORD-0004570,CUST-005473,2026-02-01,Wireless Mouse,Electronics,6,27.35,164.1,Completed
ORD-0004571,CUST-005714,2026-06-19,Laptop Stand,Office,3,48.9,146.7,Completed
ORD-0004572,CUST-009694,2026-05-30,Water Bottle,Lifestyle,4,19,76,Completed
ORD-0004573,CUST-009769,2025-02-06,Mechanical Keyboard,Electronics,5,95.56,477.8,Completed
ORD-0004574,CUST-004405,2026-01-08,Water Bottle,Lifestyle,3,20.85,62.55,Completed
ORD-0004575,CUST-008603,2026-05-15,Water Bottle,Lifestyle,2,19.98,39.96,Returned
ORD-0004576,CUST-007004,2026-08-27,Backpack,Lifestyle,5,64.03,320.15,Processing
ORD-0004577,CUST-004265,2026-03-20,Mechanical Keyboard,Electronics,3,81.32,243.96,Shipped
ORD-0004578,CUST-000532,2026-09-06,Mechanical Keyboard,Electronics,2,83.67,167.34,Cancelled
ORD-0004579,CUST-001907,2026-01-14,Water Bottle,Lifestyle,3,18.09,54.27,Completed
ORD-0004580,CUST-000170,2025-01-11,Mechanical Keyboard,Electronics,3,93.9,281.7,Returned
